ID	GeneSymbol	Description	Log2FC	AdjPValue
A0A023J6F3	COX2	Cytochrome c oxidase subunit 2 OS=Mus musculus musculus OX=39442 GN=COX2 PE=3 SV=1	-0.356605547	0.029371502
A0A0M3HEQ0	Txnrd2	Thioredoxin reductase 2, mitochondrial OS=Mus musculus OX=10090 GN=Txnrd2 PE=1 SV=1	1.649845352	7.68E-06
Q9CZ19	Myl4	Myosin light chain 4 OS=Mus musculus OX=10090 GN=Myl4 PE=1 SV=1	-1.522840789	0.002162087
Q8CAK1	Iba57	Putative transferase CAF17 homolog, mitochondrial OS=Mus musculus OX=10090 GN=Iba57 PE=1 SV=1	0.285698126	0.10176059
Q91VN4	Chchd6	MICOS complex subunit Mic25 OS=Mus musculus OX=10090 GN=Chchd6 PE=1 SV=2	2.864928972	1.30E-08
Q9R0X4	Acot9	Acyl-coenzyme A thioesterase 9, mitochondrial OS=Mus musculus OX=10090 GN=Acot9 PE=1 SV=1	1.754459974	1.75E-05
P47911	Rpl6	60S ribosomal protein L6 OS=Mus musculus OX=10090 GN=Rpl6 PE=1 SV=3	0.528071165	0.01015915
Q9CQ75	Ndufa2	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2 OS=Mus musculus OX=10090 GN=Ndufa2 PE=1 SV=3	-1.392137097	2.38E-07
Q5NCI4	Pgam2	Phosphoglycerate mutase OS=Mus musculus OX=10090 GN=Pgam2 PE=1 SV=1	-1.217591435	0.003365059
F8VQJ3	Lamc1	Laminin subunit gamma-1 OS=Mus musculus OX=10090 GN=Lamc1 PE=1 SV=1	-0.02180437	0.964565065
Q04857	Col6a1	Collagen alpha-1(VI) chain OS=Mus musculus OX=10090 GN=Col6a1 PE=1 SV=1	-0.219269964	0.999999996
Q3V384	Afg1l	AFG1-like ATPase OS=Mus musculus OX=10090 GN=Afg1l PE=1 SV=1	0.39176772	0.502905658
Q8C3X2	Ccdc90b	Coiled-coil domain-containing protein 90B, mitochondrial OS=Mus musculus OX=10090 GN=Ccdc90b PE=1 SV=1	0.754459974	0.038906368
Q8BMF3	Me3	NADP-dependent malic enzyme, mitochondrial OS=Mus musculus OX=10090 GN=Me3 PE=1 SV=2	1.251567621	0.015851903
Q9D6S7	Mrrf	Ribosome-recycling factor, mitochondrial OS=Mus musculus OX=10090 GN=Mrrf PE=1 SV=1	-0.397828209	0.741531567
Q99JR6	Nmnat3	Nicotinamide/nicotinic acid mononucleotide adenylyltransferase 3 OS=Mus musculus OX=10090 GN=Nmnat3 PE=1 SV=1	0.796597754	0.05506731
A0A0A0MQ68	Gcdh	Glutaryl-CoA dehydrogenase, mitochondrial OS=Mus musculus OX=10090 GN=Gcdh PE=1 SV=1	-0.209227962	0.763655856
Q9CQ06	Mrpl24	39S ribosomal protein L24, mitochondrial OS=Mus musculus OX=10090 GN=Mrpl24 PE=1 SV=1	1.722466024	0.000152789
Q5SUD5	Sco1	Protein SCO1 homolog, mitochondrial OS=Mus musculus OX=10090 GN=Sco1 PE=1 SV=1	0.365132593	0.029841591
Q9CXJ4	Abcb8	ATP-binding cassette sub-family B member 8, mitochondrial OS=Mus musculus OX=10090 GN=Abcb8 PE=1 SV=1	-0.590744853	0.050593304
Q91XB2	Mrpl3	Mitochondrial ribosomal protein L3 OS=Mus musculus OX=10090 GN=Mrpl3 PE=2 SV=1	2.318750669	0.000940765
Q9D6U8	Fam162a	Protein FAM162A OS=Mus musculus OX=10090 GN=Fam162a PE=1 SV=1	0.794103899	0.003806442
P14733	Lmnb1	Lamin-B1 OS=Mus musculus OX=10090 GN=Lmnb1 PE=1 SV=3	0.819668183	0.063596967
Q9Z2Z6	Slc25a20	Mitochondrial carnitine/acylcarnitine carrier protein OS=Mus musculus OX=10090 GN=Slc25a20 PE=1 SV=1	-0.140825544	0.999999996
Q9D8E6	Rpl4	60S ribosomal protein L4 OS=Mus musculus OX=10090 GN=Rpl4 PE=1 SV=3	0.578214165	0.087472464
A0A0R4J0S3	Rtn4ip1	Reticulon 4 interacting protein 1 OS=Mus musculus OX=10090 GN=Rtn4ip1 PE=1 SV=1	0.008630305	0.991585723
Q9WVA2	Timm8a1	Mitochondrial import inner membrane translocase subunit Tim8 A OS=Mus musculus OX=10090 GN=Timm8a1 PE=1 SV=1	1.410341105	1.67E-07
A2AP31	Ndufb6	MCG9810 OS=Mus musculus OX=10090 GN=Ndufb6 PE=1 SV=1	-1.862496476	8.76E-08
Q9D5T0	Atad1	ATPase family AAA domain-containing protein 1 OS=Mus musculus OX=10090 GN=Atad1 PE=1 SV=1	0.581110175	0.049270183
B3DFI8	Cisd3	Cisd3 protein (Fragment) OS=Mus musculus OX=10090 GN=Cisd3 PE=2 SV=1	0.9053509	0.00666526
Q5U458	Dnajc11	DnaJ homolog subfamily C member 11 OS=Mus musculus OX=10090 GN=Dnajc11 PE=1 SV=2	0.440420721	0.341713669
Q5M8N4	Sdr39u1	Epimerase family protein SDR39U1 OS=Mus musculus OX=10090 GN=Sdr39u1 PE=1 SV=1	-0.537424112	0.003638145
E9Q3H6	Coq10a	Coenzyme Q10A OS=Mus musculus OX=10090 GN=Coq10a PE=1 SV=1	0.185232254	0.999999996
Q8R0F8	Fahd1	Acylpyruvase FAHD1, mitochondrial OS=Mus musculus OX=10090 GN=Fahd1 PE=1 SV=2	1.248534836	0.0026635
Q9D1H8	Mrpl53	39S ribosomal protein L53, mitochondrial OS=Mus musculus OX=10090 GN=Mrpl53 PE=1 SV=1	1.194087052	3.28E-05
Q7TNS2	Minos1	MICOS complex subunit Mic10 OS=Mus musculus OX=10090 GN=Minos1 PE=1 SV=1	-0.110915901	0.999999996
P04247	Mb	Myoglobin OS=Mus musculus OX=10090 GN=Mb PE=1 SV=3	-0.985644707	0.237972507
P10922	H1f0	Histone H1.0 OS=Mus musculus OX=10090 GN=H1f0 PE=2 SV=4	0.182692298	0.739799754
O88840	Fbn1	Mutant fibrillin-1 OS=Mus musculus OX=10090 GN=Fbn1 PE=2 SV=1	0.546956178	0.266547239
Q80UT7	Rpl7a	Rpl7a protein (Fragment) OS=Mus musculus OX=10090 GN=Rpl7a PE=2 SV=1	0.583037624	0.009537104
O55124	Myom2	M-protein OS=Mus musculus OX=10090 GN=Myom2 PE=2 SV=1	-0.078563669	0.999999996
Q9CQV7	Dnajc19	Mitochondrial import inner membrane translocase subunit TIM14 OS=Mus musculus OX=10090 GN=Dnajc19 PE=1 SV=3	0.253384236	0.148796468
P14602	Hspb1	Heat shock protein beta-1 OS=Mus musculus OX=10090 GN=Hspb1 PE=1 SV=3	1.316725022	2.46E-05
P68433	Hist1h3a	Histone H3.1 OS=Mus musculus OX=10090 GN=Hist1h3a PE=1 SV=2	-0.256700472	0.999999996
Q3URD3	Slmap	Sarcolemmal membrane-associated protein OS=Mus musculus OX=10090 GN=Slmap PE=1 SV=2	1.408711861	5.87E-06
P11404	Fabp3	Fatty acid-binding protein, heart OS=Mus musculus OX=10090 GN=Fabp3 PE=1 SV=5	-1.038006323	0.015296193
Q9CQY6	Uqcc2	Ubiquinol-cytochrome-c reductase complex assembly factor 2 OS=Mus musculus OX=10090 GN=Uqcc2 PE=1 SV=1	0.79243893	0.072878204
Q3UN88	Mcpt4	Mast cell protease 4 OS=Mus musculus OX=10090 GN=Mcpt4 PE=1 SV=1	0.899948986	0.354374255
P58252	Eef2	Elongation factor 2 OS=Mus musculus OX=10090 GN=Eef2 PE=1 SV=2	0.587845009	0.04685155
Q9EQI8	Mrpl46	39S ribosomal protein L46, mitochondrial OS=Mus musculus OX=10090 GN=Mrpl46 PE=1 SV=1	1.244887059	0.000423847
E9Q9D2	Ablim1	Actin-binding LIM protein 1 OS=Mus musculus OX=10090 GN=Ablim1 PE=1 SV=1	-0.320125852	0.806152433
Q9CQF0	Mrpl11	39S ribosomal protein L11, mitochondrial OS=Mus musculus OX=10090 GN=Mrpl11 PE=1 SV=1	1.41467678	8.74E-06
O35435	Dhodh	Dihydroorotate dehydrogenase (quinone), mitochondrial OS=Mus musculus OX=10090 GN=Dhodh PE=1 SV=2	-0.471928835	0.396487911
Q9CQZ6	Ndufb3	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3 OS=Mus musculus OX=10090 GN=Ndufb3 PE=1 SV=1	-1.486004021	5.65E-07
Q1WWK3	Hist1h1b	Hist1h1b protein (Fragment) OS=Mus musculus OX=10090 GN=Hist1h1b PE=2 SV=1	0.647084213	0.115791179
Q9D7J4	Cox20	Cytochrome c oxidase assembly protein COX20, mitochondrial OS=Mus musculus OX=10090 GN=Cox20 PE=1 SV=1	-0.209227962	0.299143471
Q9DCV4	Rmdn1	Regulator of microtubule dynamics protein 1 OS=Mus musculus OX=10090 GN=Rmdn1 PE=1 SV=2	1.0614306	5.46E-07
Q99N96	Mrpl1	39S ribosomal protein L1, mitochondrial OS=Mus musculus OX=10090 GN=Mrpl1 PE=1 SV=2	1.123666196	7.68E-06
O88492	Plin4	Perilipin-4 OS=Mus musculus OX=10090 GN=Plin4 PE=1 SV=2	0.578214165	0.944265174
Q3U452	ATP synthase subunit alpha	ATP synthase subunit alpha OS=Mus musculus OX=10090 PE=2 SV=1	NA	
A0A0R4J0L6	Mrps35	28S ribosomal protein S35, mitochondrial OS=Mus musculus OX=10090 GN=Mrps35 PE=1 SV=1	1.628073654	0.000843534
Q60675	Lama2	Laminin subunit alpha-2 OS=Mus musculus OX=10090 GN=Lama2 PE=1 SV=2	0.252173413	0.790829012
P56135	Atp5mf	ATP synthase subunit f, mitochondrial OS=Mus musculus OX=10090 GN=Atp5mf PE=1 SV=3	-0.880975897	1.80E-07
P53702	Hccs	Cytochrome c-type heme lyase OS=Mus musculus OX=10090 GN=Hccs PE=1 SV=2	0.708407983	0.014721039
A2AM97	RP23-436K3.4-001	Ribosomal protein 10 OS=Mus musculus OX=10090 GN=RP23-436K3.4-001 PE=4 SV=1	0.44148348	0.103673598
Q8VE22	Mrps23	28S ribosomal protein S23, mitochondrial OS=Mus musculus OX=10090 GN=Mrps23 PE=1 SV=1	2.945233123	0.000394464
Q8R5L1	C1qbp	Complement component 1 Q subcomponent-binding protein, mitochondrial OS=Mus musculus OX=10090 GN=C1qbp PE=1 SV=1	1.286289758	0.002034745
Q02788	Col6a2	Collagen alpha-2(VI) chain OS=Mus musculus OX=10090 GN=Col6a2 PE=1 SV=3	-0.612637459	0.32277654
Q9D273	Mmab	Cob(I)yrinic acid a,c-diamide adenosyltransferase, mitochondrial OS=Mus musculus OX=10090 GN=Mmab PE=1 SV=1	0.574343754	0.008687836
P47857	Pfkm	ATP-dependent 6-phosphofructokinase, muscle type OS=Mus musculus OX=10090 GN=Pfkm PE=1 SV=3	-1.434402824	0.005220856
P62918	Rpl8	60S ribosomal protein L8 OS=Mus musculus OX=10090 GN=Rpl8 PE=1 SV=2	0.456280482	0.245278784
Q9CXT8	Pmpcb	Mitochondrial-processing peptidase subunit beta OS=Mus musculus OX=10090 GN=Pmpcb PE=1 SV=1	2.616122405	1.55E-05
P16332	Mut	Methylmalonyl-CoA mutase, mitochondrial OS=Mus musculus OX=10090 GN=Mut PE=1 SV=2	-0.18606493	0.880186141
Q9JKF7	Mrpl39	39S ribosomal protein L39, mitochondrial OS=Mus musculus OX=10090 GN=Mrpl39 PE=1 SV=4	0.803227036	0.071872451
Q9CWK0	Rpl14	Uncharacterized protein OS=Mus musculus OX=10090 GN=Rpl14 PE=2 SV=1	0.868686765	0.005909676
P26231	Ctnna1	Catenin alpha-1 OS=Mus musculus OX=10090 GN=Ctnna1 PE=1 SV=1	1.556797247	8.74E-06
Q99PL5	Rrbp1	Ribosome-binding protein 1 OS=Mus musculus OX=10090 GN=Rrbp1 PE=1 SV=2	-0.029146346	0.999999996
P18572	Bsg	Basigin OS=Mus musculus OX=10090 GN=Bsg PE=1 SV=2	0.738119289	0.023819471
Q3UDS4	Sqor	Uncharacterized protein OS=Mus musculus OX=10090 GN=Sqor PE=2 SV=1	-0.422752464	0.688060447
Q9QYG0	Ndrg2	Protein NDRG2 OS=Mus musculus OX=10090 GN=Ndrg2 PE=1 SV=1	-0.347398782	0.813679462
Q8BW75	Maob	Amine oxidase [flavin-containing] B OS=Mus musculus OX=10090 GN=Maob PE=1 SV=4	-1.13289427	0.001634537
Q99J39	Mlycd	Malonyl-CoA decarboxylase, mitochondrial OS=Mus musculus OX=10090 GN=Mlycd PE=1 SV=1	1.13093087	0.001043084
P47963	Rpl13	60S ribosomal protein L13 OS=Mus musculus OX=10090 GN=Rpl13 PE=1 SV=3	0.264236151	0.815571801
Q61733	Mrps31	28S ribosomal protein S31, mitochondrial OS=Mus musculus OX=10090 GN=Mrps31 PE=1 SV=1	1.530570204	0.023917101
A0A1S6GWG5	Mrps9	Mitochondrial ribosomal protein S9, isoform CRA_b OS=Mus musculus OX=10090 GN=Mrps9 PE=2 SV=1	1.773996325	1.81E-07
Q8K2Y7	Mrpl47	39S ribosomal protein L47, mitochondrial OS=Mus musculus OX=10090 GN=Mrpl47 PE=1 SV=2	1.159629186	0.000102312
Q3UKS6	Mrpl40	Mitochondrial ribosomal protein L40 OS=Mus musculus OX=10090 GN=Mrpl40 PE=1 SV=1	1.336854639	0.070178361
Q8VCW8	Acsf2	Acyl-CoA synthetase family member 2, mitochondrial OS=Mus musculus OX=10090 GN=Acsf2 PE=1 SV=1	1.987320866	0.001194577
O54962	Banf1	Barrier-to-autointegration factor OS=Mus musculus OX=10090 GN=Banf1 PE=1 SV=1	1.559736524	9.20E-05
Q59J78	Ndufaf2	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 2 OS=Mus musculus OX=10090 GN=Ndufaf2 PE=1 SV=1	0.59072177	0.027970802
Q99LX0	Park7	Protein/nucleic acid deglycase DJ-1 OS=Mus musculus OX=10090 GN=Park7 PE=1 SV=1	0.730313886	0.012609901
Q545T7	Myl1	MCG121569, isoform CRA_a OS=Mus musculus OX=10090 GN=Myl1 PE=2 SV=1	6.64385619	
A0A286YCI8	Sorbs1	Sorbin and SH3 domain-containing protein 1 OS=Mus musculus OX=10090 GN=Sorbs1 PE=1 SV=1	0.963474124	0.066601119
Q61292	Lamb2	Laminin subunit beta-2 OS=Mus musculus OX=10090 GN=Lamb2 PE=1 SV=2	-0.330973234	0.938795218
P62075	Timm13	Mitochondrial import inner membrane translocase subunit Tim13 OS=Mus musculus OX=10090 GN=Timm13 PE=1 SV=1	1.464668267	3.81E-07
Q9WV98	Timm9	Mitochondrial import inner membrane translocase subunit Tim9 OS=Mus musculus OX=10090 GN=Timm9 PE=1 SV=1	0.444667067	0.296878126
Q3TLP5	Echdc2	Enoyl-CoA hydratase domain-containing protein 2, mitochondrial OS=Mus musculus OX=10090 GN=Echdc2 PE=1 SV=2	0.384049807	0.721310049
O88569	Hnrnpa2b1	Heterogeneous nuclear ribonucleoproteins A2/B1 OS=Mus musculus OX=10090 GN=Hnrnpa2b1 PE=1 SV=2	2.363171077	0.001273654
Q9WUS8	Myh7	Slow myosin heavy chain-beta (Fragment) OS=Mus musculus OX=10090 GN=Myh7 PE=2 SV=1	0.142740172	0.999999996
Q3UZ58	Fdxr	NADPH:adrenodoxin oxidoreductase, mitochondrial OS=Mus musculus OX=10090 GN=Fdxr PE=2 SV=1	2.319906907	0.000504156
Q69ZX3	Myh11	MKIAA0866 protein (Fragment) OS=Mus musculus OX=10090 GN=Myh11 PE=2 SV=1	-2.61705613	0.965518829
Q3TJG2	Ndufab1	Acyl carrier protein OS=Mus musculus OX=10090 GN=Ndufab1 PE=2 SV=1	-1.522840789	1.68E-08
P56395	Cyb5a	Cytochrome b5 OS=Mus musculus OX=10090 GN=Cyb5a PE=1 SV=2	0.997111721	0.001309048
Q9ET78	Jph2	Junctophilin-2 OS=Mus musculus OX=10090 GN=Jph2 PE=1 SV=2	0.173767068	0.890490636
Q8R3Q6	Ccdc58	Coiled-coil domain-containing protein 58 OS=Mus musculus OX=10090 GN=Ccdc58 PE=1 SV=1	2.151209393	1.12E-05
Q9ESW4	Agk	Acylglycerol kinase, mitochondrial OS=Mus musculus OX=10090 GN=Agk PE=1 SV=1	2.706862041	6.53E-06
Q8R086	Suox	Sulfite oxidase, mitochondrial OS=Mus musculus OX=10090 GN=Suox PE=1 SV=2	-0.179514657	0.999999996
Q545N7	Ckmt1	Creatine kinase, mitochondrial 1, ubiquitous, isoform CRA_a OS=Mus musculus OX=10090 GN=Ckmt1 PE=1 SV=1	3.095755674	
Q9CQ40	Mrpl49	39S ribosomal protein L49, mitochondrial OS=Mus musculus OX=10090 GN=Mrpl49 PE=1 SV=1	1.491083454	6.13E-05
Q545U6	Cox8b	Cytochrome c oxidase, subunit VIIIb OS=Mus musculus OX=10090 GN=Cox8b PE=2 SV=1	-0.272297327	0.86859468
Q5BLK1	Rps6	40S ribosomal protein S6 OS=Mus musculus OX=10090 GN=Rps6 PE=1 SV=1	0.396159489	0.435080375
Q9D1H6	Ndufaf4	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 4 OS=Mus musculus OX=10090 GN=Ndufaf4 PE=1 SV=1	0.561692721	0.022254981
B2RY90	Isoc2a	Isoc2a protein OS=Mus musculus OX=10090 GN=Isoc2a PE=2 SV=1	0.40599236	0.364060241
K3W4M4	Naxd	ATP-dependent (S)-NAD(P)H-hydrate dehydratase OS=Mus musculus OX=10090 GN=Naxd PE=1 SV=1	0.334568276	0.599132039
P62911	Rpl32	60S ribosomal protein L32 OS=Mus musculus OX=10090 GN=Rpl32 PE=1 SV=2	0.732052073	0.281787463
Q9CQA6	Chchd1	Coiled-coil-helix-coiled-coil-helix domain-containing protein 1 OS=Mus musculus OX=10090 GN=Chchd1 PE=1 SV=1	1.887525271	0.002501292
Q3UER8	Fgg	Fibrinogen gamma chain OS=Mus musculus OX=10090 GN=Fgg PE=1 SV=1	0.371837617	0.999999996
Q5RL20	Mrpl43	39S ribosomal protein L43, mitochondrial OS=Mus musculus OX=10090 GN=Mrpl43 PE=1 SV=1	0.981852653	0.000149684
P17751	Tpi1	Triosephosphate isomerase OS=Mus musculus OX=10090 GN=Tpi1 PE=1 SV=4	1.90842865	2.73E-05
Q91WK1	Spryd4	SPRY domain-containing protein 4 OS=Mus musculus OX=10090 GN=Spryd4 PE=1 SV=1	2.224040274	0.000518335
P62751	Rpl23a	60S ribosomal protein L23a OS=Mus musculus OX=10090 GN=Rpl23a PE=1 SV=1	0.221567789	0.999999996
J3QNY1	Gm9242	Uncharacterized protein OS=Mus musculus OX=10090 GN=Gm9242 PE=4 SV=1	2.071419456	0.052831
Q8BMS4	Coq3	Ubiquinone biosynthesis O-methyltransferase, mitochondrial OS=Mus musculus OX=10090 GN=Coq3 PE=1 SV=1	-0.821126042	0.023900029
Q9D7J9	Echdc3	Enoyl-CoA hydratase domain-containing protein 3, mitochondrial OS=Mus musculus OX=10090 GN=Echdc3 PE=1 SV=1	-0.131313235	0.885021978
P97478	Coq7	5-demethoxyubiquinone hydroxylase, mitochondrial OS=Mus musculus OX=10090 GN=Coq7 PE=1 SV=3	-0.729770093	0.040671024
Q3UN47	Endog	Endonuclease G OS=Mus musculus OX=10090 GN=Endog PE=1 SV=1	-2.272297327	1.00E-07
O09167	Rpl21	60S ribosomal protein L21 OS=Mus musculus OX=10090 GN=Rpl21 PE=1 SV=3	1.175684271	0.000104753
A0A0R4J094	Fahd2a	Fumarylacetoacetate hydrolase domain-containing 2A OS=Mus musculus OX=10090 GN=Fahd2a PE=1 SV=1	0.74760223	0.002296293
P11531	Dmd	Dystrophin OS=Mus musculus OX=10090 GN=Dmd PE=1 SV=3	-0.226003675	0.999999996
A2AQR0	Gpd2	Glycerol-3-phosphate dehydrogenase OS=Mus musculus OX=10090 GN=Gpd2 PE=1 SV=1	0.289244285	0.202924098
Q9DBG5	Plin3	Perilipin-3 OS=Mus musculus OX=10090 GN=Plin3 PE=1 SV=1	-1.10159814	0.007920677
Q922W5	Pycr1	Pyrroline-5-carboxylate reductase 1, mitochondrial OS=Mus musculus OX=10090 GN=Pycr1 PE=1 SV=1	3.608572716	
Q9D1I6	Mrpl14	39S ribosomal protein L14, mitochondrial OS=Mus musculus OX=10090 GN=Mrpl14 PE=1 SV=1	0.769771739	0.000104166
Q8R0Y8	Slc25a42	Mitochondrial coenzyme A transporter SLC25A42 OS=Mus musculus OX=10090 GN=Slc25a42 PE=1 SV=1	-1.502259911	0.000140746
Q4FZH2	Rpl26	MCG50660, isoform CRA_a OS=Mus musculus OX=10090 GN=Rpl26 PE=1 SV=1	-0.171368418	0.821102115
Q3V132	Slc25a31	ADP/ATP translocase 4 OS=Mus musculus OX=10090 GN=Slc25a31 PE=1 SV=1	0.123003954	0.717903986
F2Z456	Cyb5r3	NADH-cytochrome b5 reductase OS=Mus musculus OX=10090 GN=Cyb5r3 PE=1 SV=1	1.545474211	0.000993219
Q9CPX7	Mrps16	28S ribosomal protein S16, mitochondrial OS=Mus musculus OX=10090 GN=Mrps16 PE=1 SV=1	2.092207438	3.38E-08
Q80YD1	Supv3l1	ATP-dependent RNA helicase SUPV3L1, mitochondrial OS=Mus musculus OX=10090 GN=Supv3l1 PE=1 SV=1	1.217851097	6.47E-05
Q64516	Gk	Glycerol kinase OS=Mus musculus OX=10090 GN=Gk PE=1 SV=2	-0.682695932	0.670805989
Q9WV96	Timm10b	Mitochondrial import inner membrane translocase subunit Tim10 B OS=Mus musculus OX=10090 GN=Timm10b PE=1 SV=1	1.478713002	0.000462224
Q80X85	Mrps7	28S ribosomal protein S7, mitochondrial OS=Mus musculus OX=10090 GN=Mrps7 PE=1 SV=1	1.968643756	5.90E-06
Q8BIG7	Comtd1	Catechol O-methyltransferase domain-containing protein 1 OS=Mus musculus OX=10090 GN=Comtd1 PE=1 SV=1	4.177519203	0.00477942
Q8VDK4	Cdh13	Cadherin 13 OS=Mus musculus OX=10090 GN=Cdh13 PE=1 SV=1	-0.888968688	0.000246341
Q9CXW2	Mrps22	28S ribosomal protein S22, mitochondrial OS=Mus musculus OX=10090 GN=Mrps22 PE=1 SV=1	2.821914259	7.11E-07
Q148P2	Oxsm	3-oxoacyl-[acyl-carrier-protein] synthase, mitochondrial OS=Mus musculus OX=10090 GN=Oxsm PE=2 SV=1	1.920674411	0.010480558
Q3TST0	Pnpt1	Uncharacterized protein OS=Mus musculus OX=10090 GN=Pnpt1 PE=2 SV=1	1.689746438	0.003459177
P43023	Cox6a2	Cytochrome c oxidase subunit 6A2, mitochondrial OS=Mus musculus OX=10090 GN=Cox6a2 PE=1 SV=2	0.067638717	0.999999996
P27661	H2afx	Histone H2AX OS=Mus musculus OX=10090 GN=H2afx PE=1 SV=2	6.64385619	
Q3TI65	Mtfp1	Uncharacterized protein OS=Mus musculus OX=10090 GN=Mtfp1 PE=2 SV=1	-0.244685096	0.150864554
P14148	Rpl7	60S ribosomal protein L7 OS=Mus musculus OX=10090 GN=Rpl7 PE=1 SV=2	0.474046599	0.276844396
O35972	Mrpl23	39S ribosomal protein L23, mitochondrial OS=Mus musculus OX=10090 GN=Mrpl23 PE=1 SV=1	1.087462841	0.016974211
D3Z316	1700021F05Rik	Protein 1700021F05Rik OS=Mus musculus OX=10090 GN=1700021F05Rik PE=1 SV=2	1.088141597	0.07338713
A0A1L1SV25	Actn4	Alpha-actinin-4 OS=Mus musculus OX=10090 GN=Actn4 PE=1 SV=1	NA	
A0A0N4SUH8	Nfu1	NFU1 iron-sulfur cluster scaffold homolog, mitochondrial OS=Mus musculus OX=10090 GN=Nfu1 PE=1 SV=1	1.350497247	0.000732557
E9PY58	Clpb	Caseinolytic peptidase B protein homolog OS=Mus musculus OX=10090 GN=Clpb PE=1 SV=1	1.138814469	0.001930408
Q9WVL0	Gstz1	Maleylacetoacetate isomerase OS=Mus musculus OX=10090 GN=Gstz1 PE=1 SV=1	2.27351589	2.04E-05
P29699	Ahsg	Alpha-2-HS-glycoprotein OS=Mus musculus OX=10090 GN=Ahsg PE=1 SV=1	0.175045486	0.626251854
Q3UW40	Rpl24	Uncharacterized protein OS=Mus musculus OX=10090 GN=Rpl24 PE=2 SV=1	0.832687516	0.006515409
P27546	Map4	Microtubule-associated protein 4 OS=Mus musculus OX=10090 GN=Map4 PE=1 SV=3	0.413594082	0.961100629
Q9D6M3	Slc25a22	Mitochondrial glutamate carrier 1 OS=Mus musculus OX=10090 GN=Slc25a22 PE=1 SV=1	0.47612242	0.325253369
P49813	Tmod1	Tropomodulin-1 OS=Mus musculus OX=10090 GN=Tmod1 PE=1 SV=2	0.654435541	0.011253374
A6H663	Bag3	BCL2-associated athanogene 3 OS=Mus musculus OX=10090 GN=Bag3 PE=2 SV=1	-0.069451881	0.999999996
Q9D1P0	Mrpl13	39S ribosomal protein L13, mitochondrial OS=Mus musculus OX=10090 GN=Mrpl13 PE=1 SV=1	1.492622329	0.001837039
Q99N92	Mrpl27	39S ribosomal protein L27, mitochondrial OS=Mus musculus OX=10090 GN=Mrpl27 PE=1 SV=1	1.178873958	0.000104733
B2MWM9	Calr	Calreticulin OS=Mus musculus OX=10090 GN=Calr PE=1 SV=1	-0.277533976	0.960744897
Q3U561	Rpl10a	Ribosomal protein OS=Mus musculus OX=10090 GN=Rpl10a PE=2 SV=1	0.634128558	0.141771953
A0A075B6A0	Ighm	Immunoglobulin heavy constant mu (Fragment) OS=Mus musculus OX=10090 GN=Ighm PE=1 SV=2	-2.899695094	0.099374656
B2RQK7	Synpo2l	Synaptopodin 2-like protein OS=Mus musculus OX=10090 GN=Synpo2l PE=1 SV=1	1.923719679	0.00438337
Q7TNG8	Ldhd	Probable D-lactate dehydrogenase, mitochondrial OS=Mus musculus OX=10090 GN=Ldhd PE=1 SV=1	-0.369594529	0.999999996
P62830	Rpl23	60S ribosomal protein L23 OS=Mus musculus OX=10090 GN=Rpl23 PE=1 SV=1	0.442545456	0.382890251
O88696	Clpp	ATP-dependent Clp protease proteolytic subunit, mitochondrial OS=Mus musculus OX=10090 GN=Clpp PE=1 SV=1	1.749319725	9.71E-05
Q6NVE9	Pptc7	Protein phosphatase PTC7 homolog OS=Mus musculus OX=10090 GN=Pptc7 PE=1 SV=1	3.656839556	0.00010606
Q71RI9	Kyat3	Kynurenine--oxoglutarate transaminase 3 OS=Mus musculus OX=10090 GN=Kyat3 PE=1 SV=1	0.5290713	0.463428262
E9PX89	Bola3	BolA-like protein 3 OS=Mus musculus OX=10090 GN=Bola3 PE=1 SV=1	1.615887074	0.000137689
Q3UZG3	Hnrnpa3	Uncharacterized protein OS=Mus musculus OX=10090 GN=Hnrnpa3 PE=2 SV=1	2.070732786	0.667496044
A0A1B0GRP7	Plpbp	Pyridoxal phosphate homeostasis protein (Fragment) OS=Mus musculus OX=10090 GN=Plpbp PE=1 SV=1	1.211012193	0.320985551
Q9CPQ3	Tomm22	Mitochondrial import receptor subunit TOM22 homolog OS=Mus musculus OX=10090 GN=Tomm22 PE=1 SV=3	0.028569152	0.999999996
P54116	Stom	Erythrocyte band 7 integral membrane protein OS=Mus musculus OX=10090 GN=Stom PE=1 SV=3	-0.158429363	0.999999996
A0A0A0MQA5	Tuba4a	Tubulin alpha chain (Fragment) OS=Mus musculus OX=10090 GN=Tuba4a PE=1 SV=1	1.319039816	0.000902505
Q8BW35	Uncharacterized protein (Fragment) Q8BW35	Uncharacterized protein (Fragment) OS=Mus musculus OX=10090 PE=2 SV=2	-0.377069649	0.999999996
Q9DB60	Fam213b	Prostamide/prostaglandin F synthase OS=Mus musculus OX=10090 GN=Fam213b PE=1 SV=1	0.863145543	0.001118565
P09411	Pgk1	Phosphoglycerate kinase 1 OS=Mus musculus OX=10090 GN=Pgk1 PE=1 SV=4	1.341416524	0.001290521
