GeneID	Symbol	Description	Synonyms	Maestro score	FDR	Evidence	Tissues
94081	SFXN1	sideroflexin 1	Q9H9B4	16	0%	"literature, mito protein domain+, coexpression, MS/MS++"	cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis
51218	GLRX5	glutaredoxin 5	C14orf87, FLB4739, GRX5, PR01238, PRO1238, Q86SX6	16	0%	"literature, APEX_matrix, yeast mito homolog+, Rickettsial homolog, mito protein domain, coexpression, MS/MS+"	all 14
138428	PTRH1	peptidyl-tRNA hydrolase 1 homolog (S. cerevisiae)	C9orf115, PTH1, Q86Y79	16	0%	"APEX_matrix, GFP, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, MS/MS"	cerebrum, cerebellum, brainstem, largeintestine, placenta
64963	MRPS11	mitochondrial ribosomal protein S11	HCC-2, P82912	16	0%	"literature, targetP signal, Rickettsial homolog, mito protein domain, induction, coexpression, MS/MS"	all 14
63929	XPNPEP3	"X-prolyl aminopeptidase (aminopeptidase P) 3, putative"	APP3, NPHPL1, Q9NQH7	16	0%	"literature, APEX_matrix, yeast mito homolog, Rickettsial homolog, mito protein domain, coexpression, MS/MS+"	cerebrum, liver, adipose, smallintestine, largeintestine, stomach, placenta, testis
54704	PDP1	pyruvate dehyrogenase phosphatase catalytic subunit 1	PDH, PDP, PDPC, PPM2C, Q9P0J1	16	0%	"literature, APEX_matrix, targetP signal, yeast mito homolog+, mito protein domain, MS/MS++"	cerebrum, cerebellum, spinalcord, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis
1632	ECI1	enoyl-CoA delta isomerase 1	DCI, P42126	16	0%	"literature, APEX_matrix, targetP signal, mito protein domain, coexpression+, MS/MS++"	all 14
283130	SLC25A45	"solute carrier family 25, member 45"	Q8N413	16	0%	"yeast mito homolog+, mito protein domain+, MS/MS++"	liver, adipose, smallintestine, stomach, placenta, testis
89874	SLC25A21	"solute carrier family 25 (mitochondrial oxoadipate carrier), member 21"	ODC, ODC1, Q9BQT8	16	0%	"literature, yeast mito homolog+, mito protein domain+, MS/MS++"	spinalcord, kidney, liver, testis
123096	SLC25A29	"solute carrier family 25 (mitochondrial carnitine/acylcarnitine carrier), member 29"	AL157871.2, C14orf69, CACL, ORNT3, Q8N8R3	16	0%	"literature, yeast mito homolog+, mito protein domain+, MS/MS++"	placenta, testis
57001	ACN9	ACN9 homolog (S. cerevisiae)	Q9NRP4	16	0%	"targetP signal, yeast mito homolog++, coexpression+, MS/MS"	adipose, testis
51629	SLC25A39	"solute carrier family 25, member 39"	CGI69, Q9BZJ4	16	0%	"literature, yeast mito homolog+, mito protein domain+, induction, coexpression"	none
51012	SLMO2	slowmo homolog 2 (Drosophila)	C20orf45, PRELID3B, dJ543J19.5, Q9Y3B1	16	0%	"GFP, yeast mito homolog+, mito protein domain+, induction, coexpression"	none
4709	NDUFB3	"NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 3, 12kDa"	B12, CI-B12, O43676	16	0%	"literature, APEX_IMS, APEX_matrix, mito protein domain+, coexpression+, MS/MS++"	all 14
25996	REXO2	RNA exonuclease 2	REX2, RFN, SFN, Q9Y3B8	16	0%	"APEX_matrix, targetP signal, yeast mito homolog++, mito protein domain, MS/MS+"	all 14
2628	GATM	glycine amidinotransferase (L-arginine:glycine amidinotransferase)	AGAT, AT, CCDS3, P50440	16	0%	"literature, targetP signal, mito protein domain+, MS/MS++"	spinalcord, kidney, liver, stomach, placenta, testis
26515	TIMM10B	translocase of inner mitochondrial membrane 10 homolog B (yeast)	FXC1, TIM10B, Tim9b, Q9Y5J6	16	0%	"literature, APEX_IMS, yeast mito homolog+, mito protein domain+, MS/MS+"	cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, heart, adipose, largeintestine, stomach, placenta, testis
54938	SARS2	"seryl-tRNA synthetase 2, mitochondrial"	SARS, SARSM, SERS, SYS, SerRS, SerRSmt, mtSerRS, Q9NP81	16	0%	"literature, APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, MS/MS"	skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis
55349	CHDH	choline dehydrogenase	Q8NE62	16	0%	"APEX_matrix, targetP signal+, mito protein domain, coexpression, MS/MS++"	spinalcord, kidney, liver, adipose, smallintestine, largeintestine, stomach, placenta, testis
78988	MRPL57	mitochondrial ribosomal protein L57	MRP63, bMRP63, Q9BQC6	16	0%	"literature, APEX_matrix, targetP signal, mito protein domain+, coexpression, MS/MS+"	cerebrum, spinalcord, kidney, liver, adipose, smallintestine, largeintestine, placenta, testis
414919	C8orf82	chromosome 8 open reading frame 82	Q6P1X6	16	0%	"APEX_matrix, targetP signal, coexpression+, MS/MS++"	all 14
124454	EARS2	"glutamyl-tRNA synthetase 2, mitochondrial"	COXPD12, MSE1, Q5JPH6	16	0%	"literature, APEX_matrix, GFP, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression"	adipose, largeintestine, placenta
9380	GRHPR	glyoxylate reductase/hydroxypyruvate reductase	GLXR, GLYD, PH2, Q9UBQ7	16	0%	"APEX_matrix, targetP signal, yeast mito homolog, mito protein domain, coexpression, MS/MS++"	cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, heart, skeletalmuscle, adipose, largeintestine, stomach, placenta, testis
123263	MTFMT	mitochondrial methionyl-tRNA formyltransferase	COXPD15, FMT1, Q96DP5	16	0%	"literature, APEX_matrix, targetP signal+, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression"	none
79810	PTCD2	pentatricopeptide repeat domain 2	Q8WV60	16	0%	"literature, mito protein domain+, induction, coexpression, MS/MS"	smallintestine, largeintestine, placenta
55862	ECHDC1	enoyl CoA hydratase domain containing 1	HEL-S-76, MMCD, dJ351K20.2, Q9NTX5	16	0%	"yeast mito homolog+, Rickettsial homolog, mito protein domain, coexpression, MS/MS+"	brainstem, spinalcord, liver, adipose, largeintestine, placenta, testis
23438	HARS2	"histidyl-tRNA synthetase 2, mitochondrial"	HARSL, HARSR, HO3, PRLTS2, P49590	16	0%	"literature, APEX_matrix, GFP, targetP signal, Rickettsial homolog, mito protein domain, coexpression, MS/MS+"	cerebellum, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis
51079	NDUFA13	"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 13"	B16.6, CDA016, GRIM-19, GRIM19, Q9P0J0	16	0%	"literature, APEX_IMS, mito protein domain, coexpression++, MS/MS++"	all 14
4697	NDUFA4	"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 4, 9kDa"	CI-9k, CI-MLRQ, MLRQ, O00483	16	0%	"literature, mito protein domain, coexpression++, MS/MS++"	all 14
128240	APOA1BP	apolipoprotein A-I binding protein	AIBP, YJEFN1, Q8NCW5	16	0%	"APEX_matrix, targetP signal, mito protein domain, coexpression, MS/MS++"	all 14
8834	TMEM11	transmembrane protein 11	C17orf35, PM1, PMI, P17152	15	0%	"GFP, targetP signal, mito protein domain+, induction, coexpression, MS/MS"	all 14
83642	SELO	selenoprotein O	Q9BVL4	15	0%	"targetP signal+, yeast mito homolog, mito protein domain+, coexpression"	spinalcord, liver, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis
162417	NAGS	N-acetylglutamate synthase	AGAS, ARGA, Q8N159	15	0%	"literature, targetP signal, yeast mito homolog++, mito protein domain+, MS/MS"	liver
3295	HSD17B4	hydroxysteroid (17-beta) dehydrogenase 4	DBP, MFE-2, MPF-2, PRLTS1, SDR8C1, P51659	15	0%	"Rickettsial homolog, mito protein domain+, induction, coexpression"	kidney, liver, adipose, largeintestine, stomach, testis
55471	NDUFAF7	"NADH dehydrogenase (ubiquinone) complex I, assembly factor 7"	C2orf56, MidA, Q7L592	15	0%	"APEX_matrix, GFP, targetP signal, Rickettsial homolog, mito protein domain+, coexpression, MS/MS"	cerebrum, brainstem, spinalcord, kidney, adipose, largeintestine, stomach, placenta, testis
4942	OAT	ornithine aminotransferase	GACR, HOGA, OATASE, OKT, P04181	15	0%	"literature, APEX_matrix, targetP signal+, mito protein domain, coexpression, MS/MS++"	all 14
54534	MRPL50	mitochondrial ribosomal protein L50	MRP-L50, Q8N5N7	15	0%	"literature, APEX_matrix, targetP signal, mito protein domain+, coexpression+, MS/MS"	cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis
1349	COX7B	cytochrome c oxidase subunit VIIb	APLCC, P24311	15	0%	"literature, targetP signal, mito protein domain+, induction, MS/MS+"	cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, heart, adipose, smallintestine, largeintestine, stomach, placenta
57038	RARS2	"arginyl-tRNA synthetase 2, mitochondrial"	ArgRS, DALRD2, PCH6, PRO1992, RARSL, dJ382I10.6, Q5T160	15	0%	"literature, APEX_matrix, GFP, Rickettsial homolog, mito protein domain, coexpression, MS/MS++"	all 14
339229	OXLD1	oxidoreductase-like domain containing 1	C17orf90, Q5BKU9	15	0%	"targetP signal, yeast mito homolog, mito protein domain+, coexpression+"	adipose, largeintestine, stomach
51110	LACTB2	"lactamase, beta 2"	Q53H82	15	0%	"targetP signal, yeast mito homolog+, mito protein domain, induction, MS/MS+"	kidney, liver, largeintestine, stomach
126328	NDUFA11	"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 11, 14.7kDa"	B14.7, CI-B14.7, Q86Y39	15	0%	"literature, APEX_IMS, mito protein domain+, induction, MS/MS++"	all 14
54998	AURKAIP1	aurora kinase A interacting protein 1	AIP, AKIP, MRP-S38, Q9NWT8	15	0%	"GFP, targetP signal, yeast mito homolog++, mito protein domain, coexpression+"	none
79145	CHCHD7	coiled-coil-helix-coiled-coil-helix domain containing 7	COX23, Q9BUK0	15	0%	"yeast mito homolog, induction, coexpression, MS/MS+"	cerebrum, smallintestine, placenta, testis
6472	SHMT2	serine hydroxymethyltransferase 2 (mitochondrial)	GLYA, HEL-S-51e, SHMT, P34897	15	0%	"literature, APEX_matrix, targetP signal, Rickettsial homolog, mito protein domain, coexpression, MS/MS++"	cerebrum, brainstem, spinalcord, kidney, liver, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis
10797	MTHFD2	"methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase"	NMDMC, P13995	15	0%	"literature, APEX_matrix, targetP signal, yeast mito homolog+, Rickettsial homolog, mito protein domain, MS/MS"	spinalcord, placenta, testis
51115	RMDN1	regulator of microtubule dynamics 1	FAM82B, RMD-1, RMD1, Q96DB5	15	0%	"APEX_IMS, targetP signal+, induction, coexpression, MS/MS"	all 14
1373	CPS1	"carbamoyl-phosphate synthase 1, mitochondrial"	CPSASE1, PHN, P31327	15	0%	"literature, APEX_matrix, targetP signal, Rickettsial homolog, mito protein domain, MS/MS++"	cerebellum, brainstem, spinalcord, liver, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta
64928	MRPL14	mitochondrial ribosomal protein L14	L14mt, L32mt, MRP-L14, MRP-L32, MRPL32, RMPL32, RPML32, Q6P1L8	15	0%	"literature, APEX_matrix, targetP signal, Rickettsial homolog, mito protein domain, coexpression+, MS/MS"	all 14
51250	C6orf203	chromosome 6 open reading frame 203	PRED31, RP11-59I9.1, Q9P0P8	15	0%	"GFP, induction, coexpression++, MS/MS+"	all 14
112724	RDH13	retinol dehydrogenase 13 (all-trans/9-cis)	SDR7C3, Q8NBN7	15	0%	"yeast mito homolog+, Rickettsial homolog, mito protein domain, induction, MS/MS"	cerebrum, cerebellum, brainstem, spinalcord, adipose, largeintestine, stomach, placenta, testis
79979	TRMT2B	tRNA methyltransferase 2 homolog B (S. cerevisiae)	CXorf34, dJ341D10.3, Q96GJ1	15	0%	"GFP, targetP signal, Rickettsial homolog, mito protein domain+, induction, coexpression"	none
64951	MRPS24	mitochondrial ribosomal protein S24	MRP-S24, S24mt, bMRP-47, bMRP47, Q96EL2	15	0%	"literature, APEX_matrix, induction, coexpression++, MS/MS"	cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis
28958	COA3	cytochrome c oxidase assembly factor 3	CCDC56, MITRAC12, Q9Y2R0	15	0%	"APEX_IMS, APEX_matrix, mito protein domain+, coexpression, MS/MS++"	all 14
2936	GSR	glutathione reductase	HEL-75, P00390	15	0%	"literature, APEX_matrix, targetP signal, Rickettsial homolog, mito protein domain, MS/MS++"	spinalcord, kidney, liver, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis
2021	ENDOG	endonuclease G	Q14249	15	0%	"literature, APEX_IMS, mito protein domain, coexpression++, MS/MS"	all 14
587	BCAT2	"branched chain amino-acid transaminase 2, mitochondrial"	BCAM, BCATM, BCT2, PP18, O15382	15	0%	"literature, APEX_matrix, targetP signal, Rickettsial homolog, mito protein domain, coexpression, MS/MS++"	cerebrum, cerebellum, brainstem, kidney, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis
79736	TEFM	"transcription elongation factor, mitochondrial"	C17orf42, Q96QE5	15	0%	"APEX_matrix, targetP signal, induction, coexpression++, MS/MS"	liver, heart, skeletalmuscle, adipose, largeintestine, stomach, placenta, testis
80221	ACSF2	acyl-CoA synthetase family member 2	ACSMW, AVYV493, Q96CM8	15	0%	"APEX_matrix, targetP signal+, Rickettsial homolog, mito protein domain, MS/MS++"	cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, heart, adipose, smallintestine, largeintestine, stomach, placenta, testis
55687	TRMU	tRNA 5-methylaminomethyl-2-thiouridylate methyltransferase	MTO2, MTU1, TRMT, TRMT1, TRNT1, O75648	15	0%	"literature, APEX_matrix, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression"	adipose, largeintestine, placenta
56945	MRPS22	mitochondrial ribosomal protein S22	C3orf5, COXPD5, GIBT, MRP-S22, RPMS22, P82650	15	0%	"literature, APEX_matrix, mito protein domain+, induction, coexpression, MS/MS"	all 14
51056	LAP3	leucine aminopeptidase 3	HEL-S-106, LAP, LAPEP, PEPS, P28838	15	0%	"APEX_matrix, targetP signal+, Rickettsial homolog, coexpression, MS/MS++"	all 14
2746	GLUD1	glutamate dehydrogenase 1	GDH, GDH1, GLUD, P00367	14	0%	"literature, APEX_matrix, Rickettsial homolog, mito protein domain, coexpression, MS/MS++"	all 14
3155	HMGCL	3-hydroxymethyl-3-methylglutaryl-CoA lyase	HL, P35914	14	0%	"literature, APEX_matrix, targetP signal+, mito protein domain, coexpression, MS/MS++"	all 14
2272	FHIT	fragile histidine triad	AP3Aase, FRA3B, P49789	14	0%	"yeast mito homolog, Rickettsial homolog, mito protein domain, MS/MS++"	cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, adipose, smallintestine, largeintestine, stomach, placenta, testis
51650	MRPS33	mitochondrial ribosomal protein S33	MRP-S33, PTD003, S33mt, Q9Y291	14	0%	"literature, targetP signal, mito protein domain+, MS/MS++"	cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis
80224	NUBPL	nucleotide binding protein-like	C14orf127, IND1, huInd1, Q8TB37	14	0%	"literature, targetP signal, Rickettsial homolog, mito protein domain, coexpression+, MS/MS+"	spinalcord, adipose, largeintestine, stomach, placenta, testis
57226	LYRM2	LYR motif containing 2	DJ122O8.2, Q9NU23	14	0%	"APEX_matrix, GFP, targetP signal+, mito protein domain+, coexpression, MS/MS"	heart, adipose, largeintestine, placenta
255027	MPV17L	MPV17 mitochondrial membrane protein-like	M-LPH, MLPH1, MLPH2, MPV17L1, Q2QL34	14	0%	"targetP signal, yeast mito homolog+, mito protein domain, MS/MS++"	cerebrum, cerebellum, brainstem, spinalcord, kidney, liver
90480	GADD45GIP1	"growth arrest and DNA-damage-inducible, gamma interacting protein 1"	CKBBP2, CKbetaBP2, CRIF1, MRP-L59, PLINP, PLINP-1, PRG6, Plinp1, Q8TAE8	14	0%	"APEX_matrix, GFP, targetP signal, coexpression+, MS/MS++"	all 14
7019	TFAM	"transcription factor A, mitochondrial"	MTTF1, MTTFA, TCF6, TCF6L1, TCF6L2, TCF6L3, Q00059	14	0%	"literature, APEX_matrix, targetP signal, mito protein domain, induction, MS/MS++"	all 14
5832	ALDH18A1	"aldehyde dehydrogenase 18 family, member A1"	ARCL3A, GSAS, P5CS, PYCS, P54886	14	0%	"literature, Rickettsial homolog, mito protein domain, coexpression, MS/MS++"	cerebrum, cerebellum, brainstem, spinalcord, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis
80222	TARS2	"threonyl-tRNA synthetase 2, mitochondrial (putative)"	TARSL1, thrRS, Q9BW92	14	0%	"APEX_matrix, targetP signal, Rickettsial homolog, mito protein domain, MS/MS++"	cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis
56267	CCBL2	cysteine conjugate-beta lyase 2	KAT3, KATIII, RP4-531M19.2, Q6YP21	14	0%	"APEX_matrix, targetP signal, Rickettsial homolog, mito protein domain, MS/MS++"	spinalcord, kidney, liver, heart, adipose, smallintestine, largeintestine, stomach, placenta, testis
54995	OXSM	"3-oxoacyl-ACP synthase, mitochondrial"	FASN2D, KASI, KS, Q9NWU1	14	0%	"literature, APEX_matrix, targetP signal, Rickettsial homolog, mito protein domain, MS/MS++"	liver, heart, adipose, smallintestine, largeintestine, placenta, testis
9238	TBRG4	transforming growth factor beta regulator 4	CPR2, FASTKD4, Q969Z0	14	0%	"literature, APEX_matrix, targetP signal+, coexpression, MS/MS++"	all 14
157378	TMEM65	transmembrane protein 65	Q6PI78	14	0%	"literature, APEX_matrix, targetP signal+, coexpression, MS/MS++"	cerebrum, cerebellum, brainstem, spinalcord, kidney, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis
140823	ROMO1	reactive oxygen species modulator 1	C20orf52, MTGM, MTGMP, bA353C18.2, P60602	14	0%	"literature, APEX_IMS, yeast mito homolog++, mito protein domain+, MS/MS"	cerebrum, cerebellum, brainstem, spinalcord, liver, skeletalmuscle, adipose, smallintestine, stomach, placenta, testis
25824	PRDX5	peroxiredoxin 5	ACR1, AOEB166, B166, HEL-S-55, PLP, PMP20, PRDX6, PRXV, prx-V, P30044	14	0%	"literature, APEX_matrix, targetP signal, mito protein domain, induction, MS/MS++"	all 14
29103	DNAJC15	"DnaJ (Hsp40) homolog, subfamily C, member 15"	DNAJD1, HSD18, MCJ, Q9Y5T4	14	0%	"GFP, mito protein domain, induction, coexpression, MS/MS+"	cerebrum, spinalcord, liver, adipose, smallintestine, largeintestine, placenta, testis
79568	C2orf47	chromosome 2 open reading frame 47	Q8WWC4	14	0%	"GFP, targetP signal, induction, coexpression, MS/MS+"	all 14
25994	HIGD1A	"HIG1 hypoxia inducible domain family, member 1A"	HIG1, RCF1a, Q9Y241	14	0%	"literature, APEX_IMS, mito protein domain+, induction, MS/MS++"	all 14
283951	C16orf91	chromosome 16 open reading frame 91	CCSMST1, gs103, Q4G0I0	14	0%	"APEX_IMS, targetP signal+, induction, coexpression, MS/MS"	brainstem, spinalcord, adipose, largeintestine, placenta, testis
89941	RHOT2	ras homolog family member T2	ARHT2, C16orf39, MIRO-2, MIRO2, RASL, Q8IXI1	14	0%	"literature, mito protein domain+, induction, coexpression"	cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis
9673	SLC25A44	"solute carrier family 25, member 44"	RP11-54H19.3, Q96H78	14	0%	"yeast mito homolog+, mito protein domain+, induction, MS/MS"	placenta
51179	HAO2	hydroxyacid oxidase 2 (long chain)	GIG16, HAOX2, Q9NYQ3	14	0%	"yeast mito homolog+, Rickettsial homolog, mito protein domain, coexpression, MS/MS"	kidney, largeintestine, testis
5018	OXA1L	oxidase (cytochrome c) assembly 1-like	OXA1, Q15070	14	0%	"literature, APEX_matrix, targetP signal, yeast mito homolog+, Rickettsial homolog, mito protein domain, coexpression"	cerebrum, brainstem, spinalcord, kidney, heart, adipose, smallintestine, largeintestine, placenta, testis
91137	SLC25A46	"solute carrier family 25, member 46"	Q96AG3	14	0%	"yeast mito homolog++, mito protein domain+, induction"	cerebrum, spinalcord, adipose, placenta
57665	RDH14	retinol dehydrogenase 14 (all-trans/9-cis/11-cis)	PAN2, SDR7C4, Q9HBH5	14	0%	"yeast mito homolog+, Rickettsial homolog, mito protein domain, coexpression, MS/MS"	cerebrum, cerebellum, brainstem, spinalcord, smallintestine, largeintestine, stomach, placenta, testis
9556	C14orf2	chromosome 14 open reading frame 2	MP68, PLPM, P56378	14	0%	"induction, coexpression++, MS/MS+"	cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, heart, adipose, smallintestine, largeintestine, stomach, placenta
80347	COASY	CoA synthase	DPCK, NBP, PPAT, UKR1, pOV-2, Q13057	14	0%	"APEX_matrix, targetP signal, mito protein domain, coexpression, MS/MS++"	cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, adipose, smallintestine, largeintestine, stomach, placenta, testis
284106	CISD3	CDGSH iron sulfur domain 3	Miner2, P0C7P0	14	0%	"APEX_matrix, targetP signal, mito protein domain, coexpression, MS/MS++"	all 14
11238	CA5B	"carbonic anhydrase VB, mitochondrial"	CA-VB, Q9Y2D0	14	0%	"literature, targetP signal, mito protein domain, coexpression, MS/MS++"	cerebellum, spinalcord, kidney, adipose, stomach, placenta, testis
2954	GSTZ1	glutathione S-transferase zeta 1	GSTZ1-1, MAAI, MAI, O43708	14	0%	"APEX_matrix, mito protein domain, coexpression, MS/MS++"	all 14
125965	COX6B2	cytochrome c oxidase subunit VIb polypeptide 2 (testis)	COXVIB2, CT59, Q6YFQ2	14	0%	"literature, yeast mito homolog+, mito protein domain+, MS/MS+"	testis
51031	GLOD4	glyoxalase domain containing 4	C17orf25, HC71, Q9HC38	14	0%	"APEX_matrix, targetP signal+, coexpression, MS/MS++"	cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, heart, adipose, smallintestine, largeintestine, stomach, placenta, testis
30	ACAA1	acetyl-CoA acyltransferase 1	ACAA, PTHIO, THIO, P09110	14	0%	"yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression"	kidney, liver, adipose, smallintestine, largeintestine, stomach, placenta, testis
54677	CROT	carnitine O-octanoyltransferase	COT, Q9UKG9	14	0%	"yeast mito homolog+, mito protein domain, induction, coexpression, MS/MS"	kidney, liver
64146	PDF	peptide deformylase (mitochondrial)	Q9HBH1	14	0%	"APEX_matrix, Rickettsial homolog, mito protein domain+, coexpression, MS/MS"	cerebrum, heart, skeletalmuscle, adipose, largeintestine, placenta, testis
90639	COX19	cytochrome c oxidase assembly homolog 19 (S. cerevisiae)	Q49B96	13	0%	"yeast mito homolog, mito protein domain, induction, coexpression+, MS/MS"	liver, placenta
275	AMT	aminomethyltransferase	GCE, GCST, GCVT, NKH, P48728	13	0%	"targetP signal+, mito protein domain, MS/MS++"	cerebrum, brainstem, spinalcord, kidney, liver, largeintestine, stomach, placenta
57486	NLN	neurolysin (metallopeptidase M3 family)	AGTBP, EP24.16, MEP, MOP, Q9BYT8	13	0%	"literature, APEX_matrix, targetP signal+, mito protein domain, MS/MS++"	cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis
55066	PDPR	pyruvate dehydrogenase phosphatase regulatory subunit	PDP3, Q8NCN5	13	0%	"APEX_matrix, targetP signal+, mito protein domain, MS/MS++"	cerebrum, cerebellum, brainstem, spinalcord, heart, skeletalmuscle, adipose, largeintestine, stomach, placenta, testis
51027	BOLA1	bolA family member 1	Q9Y3E2	13	0%	"GFP, Rickettsial homolog, mito protein domain, coexpression, MS/MS++"	cerebrum, brainstem, spinalcord, kidney, liver, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis
212	ALAS2	"aminolevulinate, delta-, synthase 2"	ALAS-E, ALASE, ANH1, ASB, XLDPP, XLEPP, XLSA, P22557	13	0%	"literature, yeast mito homolog+, Rickettsial homolog, mito protein domain+, coexpression"	none
134266	GRPEL2	"GrpE-like 2, mitochondrial (E. coli)"	Mt-GrpE#2, Q8TAA5	13	0%	"literature, APEX_matrix, targetP signal+, Rickettsial homolog, mito protein domain+"	placenta
501	ALDH7A1	"aldehyde dehydrogenase 7 family, member A1"	ATQ1, EPD, PDE, P49419	13	0%	"literature, APEX_matrix, targetP signal, yeast mito homolog, mito protein domain, MS/MS++"	cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, adipose, smallintestine, largeintestine, stomach, placenta, testis
27440	CECR5	"cat eye syndrome chromosome region, candidate 5"	Q9BXW7	13	0%	"APEX_matrix, targetP signal, yeast mito homolog, mito protein domain, MS/MS++"	cerebellum, kidney, liver, skeletalmuscle, adipose, largeintestine, stomach, placenta, testis
83943	IMMP2L	IMP2 inner mitochondrial membrane peptidase-like (S. cerevisiae)	IMMP2L-IT1, IMP2, IMP2-LIKE, Q96T52	13	0%	"literature, yeast mito homolog++, mito protein domain, coexpression, MS/MS"	cerebellum, brainstem, liver, skeletalmuscle, adipose, largeintestine, testis
2671	GFER	"growth factor, augmenter of liver regeneration"	ALR, ERV1, HERV1, HPO, HPO1, HPO2, HSS, P55789	13	0%	"literature, GFP, yeast mito homolog++, mito protein domain, coexpression, MS/MS"	cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, adipose, smallintestine, largeintestine, stomach, placenta, testis
84701	COX4I2	cytochrome c oxidase subunit IV isoform 2 (lung)	COX4, COX4-2, COX4B, COX4L2, COXIV-2, dJ857M17.2, Q96KJ9	13	0%	"literature, targetP signal, yeast mito homolog++, mito protein domain+"	cerebrum, spinalcord, heart, adipose, largeintestine, stomach, placenta
54148	MRPL39	mitochondrial ribosomal protein L39	C21orf92, L39mt, MRP-L5, MRPL5, PRED22, PRED66, RPML5, Q9NYK5	13	0%	"literature, APEX_matrix, targetP signal, Rickettsial homolog, induction, coexpression, MS/MS"	cerebrum, cerebellum, brainstem, kidney, liver, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis
51166	AADAT	aminoadipate aminotransferase	KAT2, KATII, Q8N5Z0	13	0%	"targetP signal, Rickettsial homolog, mito protein domain, coexpression, MS/MS++"	kidney, liver
65991	FUNDC2	FUN14 domain containing 2	DC44, HCBP6, HCC3, PD03104, Q9BWH2	13	0%	"mito protein domain+, MS/MS++"	cerebrum, cerebellum, brainstem, spinalcord, kidney, heart, skeletalmuscle, adipose, largeintestine, stomach, placenta, testis
10434	LYPLA1	lysophospholipase I	APT-1, APT1, LPL-I, LPL1, hAPT1, O75608	13	0%	"Rickettsial homolog, mito protein domain, coexpression, MS/MS++"	all 14
5161	PDHA2	pyruvate dehydrogenase (lipoamide) alpha 2	PDHAL, P29803	13	0%	"targetP signal+, yeast mito homolog+, Rickettsial homolog, mito protein domain+"	none
84705	GTPBP3	GTP binding protein 3 (mitochondrial)	GTPBG3, MSS1, MTGP1, THDF1, Q969Y2	13	0%	"literature, APEX_matrix, targetP signal+, yeast mito homolog+, Rickettsial homolog, mito protein domain"	largeintestine
54516	MTRF1L	mitochondrial translational release factor 1-like	HMRF1L, MRF1L, mtRF1a, Q9UGC7	13	0%	"literature, targetP signal+, yeast mito homolog+, Rickettsial homolog, mito protein domain"	testis
